seller_id,month,tenure_months,orders,gmv,returns,ads_spend,active
S101104,2025-01-01,5,19,367.37,0,28.06,True
S101104,2025-02-01,6,33,544.68,1,40.62,True
S101105,2026-02-01,0,43,596.62,1,52.98,True
S101105,2026-03-01,1,45,385.54,2,18.62,True
S101105,2026-04-01,2,24,276.87,0,15.57,True
S101106,2024-07-01,0,75,2453.91,2,89.84,True
S101106,2024-08-01,1,63,2376.79,3,173.45,True
S101106,2024-09-01,2,74,2157.98,5,245.41,True
S101106,2024-10-01,3,83,1588.12,3,184.57,True
S101106,2024-11-01,4,93,2400.56,6,130.03,True
S101106,2024-12-01,5,82,1370.02,7,63.42,True
S101106,2025-01-01,6,15,642.94,0,26.55,True
S101106,2025-02-01,7,116,4759.64,6,315.67,True
S101106,2025-03-01,8,71,1594.29,6,139.58,True
S101106,2025-04-01,9,89,1827.83,8,136.61,True
S101106,2025-05-01,10,73,2081.96,5,186.75,True
S101106,2025-06-01,11,34,766.71,2,51.11,True
S101106,2025-07-01,12,29,980.28,2,110.02,True
S101106,2025-08-01,13,54,1006.41,6,113.82,True
S101106,2025-09-01,14,25,450.51,3,11.72,True
S101106,2025-10-01,15,72,2264.11,3,87.92,True
S101106,2025-11-01,16,30,1072.87,0,96.13,True
S101106,2025-12-01,17,23,451.34,7,49.93,True
S101106,2026-01-01,18,42,1061.99,5,115.79,True
S101106,2026-02-01,19,11,380.42,0,16.18,True
S101106,2026-03-01,20,97,4177.73,8,266.59,True
S101106,2026-04-01,21,20,535.21,0,59.12,True
S101106,2026-05-01,22,31,1005.94,7,90.8,True
S101106,2026-06-01,23,20,573.7,0,63.05,True
S101107,2025-05-01,0,13,429.71,1,29.54,True
S101107,2025-06-01,1,24,582.39,1,21.93,True
S101107,2025-07-01,2,17,384.97,2,30.91,True
S101107,2025-08-01,3,12,164.35,1,11.17,True
S101107,2025-09-01,4,31,816.43,0,30.37,True
S101107,2025-10-01,5,10,315.7,0,7.09,True
S101107,2025-11-01,6,18,532.37,0,21.82,True
S101107,2025-12-01,7,20,333.13,1,12.99,True
S101107,2026-01-01,8,18,377.68,1,33.0,True
S101107,2026-02-01,9,20,501.94,1,11.06,True
S101107,2026-03-01,10,24,670.56,4,18.06,True
S101108,2026-06-01,0,23,786.41,6,69.99,True
S101109,2024-10-01,0,12,414.37,1,15.65,True
S101109,2024-11-01,1,1,34.28,0,2.26,True
S101109,2024-12-01,2,18,658.26,3,23.63,True
S101109,2025-01-01,3,17,553.75,2,15.88,True
S101110,2024-09-01,0,36,943.96,7,31.38,True
S101110,2024-10-01,1,20,465.78,2,14.52,True
S101110,2024-11-01,2,20,466.37,4,20.81,True
S101110,2024-12-01,3,87,2292.19,17,117.17,True
S101110,2025-01-01,4,15,540.82,2,14.0,True
S101110,2025-02-01,5,18,395.07,5,35.4,True
S101110,2025-03-01,6,24,711.49,5,42.05,True
S101110,2025-04-01,7,33,465.64,6,23.46,True
S101110,2025-05-01,8,23,385.0,4,19.11,True
S101110,2025-06-01,9,48,1735.68,6,94.11,True
S101110,2025-07-01,10,31,1074.3,7,41.53,True
S101110,2025-08-01,11,43,1482.71,10,58.12,True
S101110,2025-09-01,12,107,2038.74,21,129.43,True
S101111,2025-06-01,0,19,383.96,3,13.07,True
S101111,2025-07-01,1,43,561.13,3,33.12,True
S101111,2025-08-01,2,24,635.15,1,17.19,True
S101111,2025-09-01,3,29,675.97,3,55.26,True
S101111,2025-10-01,4,31,510.61,2,10.39,True
S101111,2025-11-01,5,16,411.21,2,19.51,True
S101111,2025-12-01,6,25,530.62,2,46.15,True
S101111,2026-01-01,7,66,1231.72,2,72.17,True
S101112,2025-11-01,0,8,84.84,0,1.77,True
S101112,2025-12-01,1,17,170.72,1,14.8,True
S101112,2026-01-01,2,8,128.88,1,3.38,True
S101112,2026-02-01,3,13,217.0,1,11.75,True
S101112,2026-03-01,4,15,145.69,0,10.43,True
S101112,2026-04-01,5,59,987.17,3,36.13,True
S101112,2026-05-01,6,37,491.58,1,15.74,True
S101112,2026-06-01,7,12,203.43,1,11.32,True
S101113,2026-05-01,0,7,142.19,0,3.73,True
S101113,2026-06-01,1,3,27.12,0,1.77,True
S101114,2026-06-01,0,14,274.14,0,16.11,True
S101115,2024-05-01,0,15,513.23,3,36.44,True
S101115,2024-06-01,1,5,387.69,2,18.96,True
S101115,2024-07-01,2,22,1607.25,2,32.71,True
S101115,2024-08-01,3,3,139.73,0,12.28,True
S101115,2024-09-01,4,14,1028.67,0,50.74,True
S101115,2024-10-01,5,29,1398.46,6,93.14,True
S101115,2024-11-01,6,13,473.81,3,12.61,True
S101115,2024-12-01,7,9,710.69,1,35.34,True
S101115,2025-01-01,8,0,0.0,0,0.0,True
S101115,2025-02-01,9,7,455.26,0,10.16,True
S101115,2025-03-01,10,9,588.37,1,28.55,True
S101115,2025-04-01,11,0,0.0,0,0.0,True
S101116,2024-08-01,0,28,299.19,1,19.5,True
S101116,2024-09-01,1,26,371.52,0,9.49,True
S101116,2024-10-01,2,18,167.08,1,3.51,True
S101116,2024-11-01,3,19,345.56,1,14.89,True
S101116,2024-12-01,4,11,208.04,1,13.87,True
S101116,2025-01-01,5,18,260.75,0,11.61,True
S101116,2025-02-01,6,17,307.09,0,7.35,True
S101116,2025-03-01,7,11,145.34,0,4.2,True
S101116,2025-04-01,8,33,486.39,1,9.83,True
S101116,2025-05-01,9,14,312.05,1,25.36,True
S101116,2025-06-01,10,55,905.53,1,32.71,True
S101116,2025-07-01,11,22,368.22,1,10.2,True
S101117,2026-02-01,0,47,995.59,1,110.54,True
S101117,2026-03-01,1,95,2084.02,6,116.55,True
S101117,2026-04-01,2,71,915.46,4,73.42,True
S101117,2026-05-01,3,89,2191.15,2,83.42,True
S101117,2026-06-01,4,104,1791.91,6,193.07,True
S101118,2025-01-01,0,23,875.81,4,29.6,True
S101118,2025-02-01,1,23,616.71,4,19.75,True
S101118,2025-03-01,2,51,1313.92,14,100.19,True
S101118,2025-04-01,3,89,2927.08,23,257.07,True
S101118,2025-05-01,4,27,786.48,3,45.37,True
S101118,2025-06-01,5,33,1053.04,4,64.08,True
S101118,2025-07-01,6,35,1586.62,4,75.95,True
S101118,2025-08-01,7,12,371.7,3,12.8,True
S101118,2025-09-01,8,52,1965.61,8,80.99,True
S101118,2025-10-01,9,19,543.38,4,17.87,True
S101118,2025-11-01,10,20,504.92,8,25.57,True
S101118,2025-12-01,11,146,5575.19,31,346.91,True
S101118,2026-01-01,12,21,630.42,8,41.28,True
S101118,2026-02-01,13,127,3978.98,24,206.13,True
S101118,2026-03-01,14,35,576.83,10,46.07,True
S101118,2026-04-01,15,90,2083.87,14,152.18,True
S101118,2026-05-01,16,44,1554.21,11,99.96,True
S101118,2026-06-01,17,28,804.96,8,59.03,True
S101119,2026-04-01,0,18,381.62,2,19.54,True
S101119,2026-05-01,1,37,451.91,1,20.78,True
S101119,2026-06-01,2,23,468.52,0,16.08,True
S101120,2025-12-01,0,11,132.81,0,2.97,True
S101120,2026-01-01,1,38,791.52,1,35.87,True
S101120,2026-02-01,2,16,192.72,0,16.16,True
S101120,2026-03-01,3,23,376.86,1,15.63,True
S101120,2026-04-01,4,59,800.33,2,21.17,True
S101120,2026-05-01,5,56,330.52,2,14.34,True
S101120,2026-06-01,6,16,204.43,2,18.09,True
S101121,2024-07-01,0,44,1109.72,8,72.32,True
S101121,2024-08-01,1,45,1510.11,6,101.37,True
S101121,2024-09-01,2,67,1366.64,13,51.69,True
S101121,2024-10-01,3,59,2329.78,14,196.65,True
S101121,2024-11-01,4,42,1356.49,6,107.63,True
S101121,2024-12-01,5,58,1237.07,15,38.53,True
S101121,2025-01-01,6,62,1090.18,14,75.66,True
S101121,2025-02-01,7,70,2037.48,18,113.38,True
S101121,2025-03-01,8,72,2368.38,16,164.68,True
S101122,2026-03-01,0,28,898.14,1,70.3,True
S101122,2026-04-01,1,32,718.6,2,68.99,True
S101122,2026-05-01,2,45,911.29,1,38.06,True
S101122,2026-06-01,3,29,793.51,0,52.58,True
S101123,2024-10-01,0,62,3108.94,6,105.26,True
S101123,2024-11-01,1,49,1657.84,3,146.56,True
S101123,2024-12-01,2,31,1130.73,1,85.12,True
S101123,2025-01-01,3,26,715.58,2,35.95,True
S101123,2025-02-01,4,26,806.61,5,48.22,True
S101123,2025-03-01,5,25,990.63,0,47.05,True
S101124,2025-06-01,0,49,1095.71,3,72.66,True
S101124,2025-07-01,1,22,571.86,0,33.28,True
S101124,2025-08-01,2,15,435.61,0,17.11,True
S101124,2025-09-01,3,63,1548.39,0,78.0,True
S101124,2025-10-01,4,64,1545.02,5,43.44,True
S101124,2025-11-01,5,23,632.88,2,44.33,True
S101124,2025-12-01,6,44,657.6,2,37.17,True
S101125,2025-09-01,0,17,174.17,0,4.0,True
S101125,2025-10-01,1,39,442.03,2,27.5,True
S101125,2025-11-01,2,15,168.7,0,4.05,True
S101125,2025-12-01,3,30,479.62,3,20.37,True
S101125,2026-01-01,4,16,189.66,1,7.84,True
S101125,2026-02-01,5,22,393.27,1,33.13,True
S101125,2026-03-01,6,23,214.58,0,8.07,True
S101125,2026-04-01,7,30,553.06,1,43.62,True
S101125,2026-05-01,8,13,165.79,0,14.71,True
S101125,2026-06-01,9,33,732.86,0,26.98,True
S101126,2025-08-01,0,43,916.45,2,39.55,True
S101126,2025-09-01,1,33,425.53,0,10.38,True
S101126,2025-10-01,2,39,1021.26,1,85.88,True
S101126,2025-11-01,3,32,602.32,3,52.31,True
S101126,2025-12-01,4,27,396.63,3,14.83,True
S101126,2026-01-01,5,47,696.22,4,40.53,True
S101126,2026-02-01,6,27,508.48,1,14.72,True
S101126,2026-03-01,7,34,736.34,1,46.84,True
S101126,2026-04-01,8,11,316.38,0,19.66,True
S101126,2026-05-01,9,64,976.72,2,72.25,True
S101126,2026-06-01,10,22,570.62,0,40.22,True
S101127,2025-12-01,0,35,989.06,4,32.99,True
S101127,2026-01-01,1,68,1570.56,3,106.18,True
S101127,2026-02-01,2,70,1491.12,3,160.42,True
S101127,2026-03-01,3,50,829.88,2,67.65,True
S101128,2025-11-01,0,29,1491.67,4,99.5,True
S101128,2025-12-01,1,54,3817.45,7,103.77,True
S101128,2026-01-01,2,26,1489.73,3,96.02,True
S101128,2026-02-01,3,20,1303.89,2,74.34,True
S101128,2026-03-01,4,41,2977.17,7,117.43,True
S101128,2026-04-01,5,23,1309.83,4,101.43,True
S101129,2026-06-01,0,15,688.02,1,51.1,True
S101130,2026-06-01,0,46,953.1,2,76.6,True
S101131,2025-08-01,0,55,1891.9,2,50.79,True
S101131,2025-09-01,1,89,3186.64,8,310.91,True
S101131,2025-10-01,2,109,4689.11,5,504.72,True
S101131,2025-11-01,3,73,3362.59,6,91.06,True
S101131,2025-12-01,4,60,1982.32,2,168.08,True
S101131,2026-01-01,5,40,1062.94,4,96.97,True
S101131,2026-02-01,6,65,2216.92,6,161.32,True
S101131,2026-03-01,7,56,1371.53,7,139.97,True
S101131,2026-04-01,8,70,3241.18,8,128.83,True
S101131,2026-05-01,9,39,1308.93,3,114.07,True
S101131,2026-06-01,10,17,653.92,2,34.38,True
S101132,2024-06-01,0,25,1162.86,3,28.94,True
S101132,2024-07-01,1,43,2037.63,3,171.03,True
S101132,2024-08-01,2,39,1359.72,6,91.03,True
S101132,2024-09-01,3,55,1801.13,5,88.76,True
S101132,2024-10-01,4,28,654.37,2,22.05,True
S101132,2024-11-01,5,50,1794.66,2,106.61,True
S101132,2024-12-01,6,48,2027.05,7,180.62,True
S101132,2025-01-01,7,17,421.2,4,36.12,True
S101132,2025-02-01,8,9,275.91,1,24.65,True
S101132,2025-03-01,9,35,1391.3,2,40.77,True
S101132,2025-04-01,10,38,1636.77,1,132.07,True
S101132,2025-05-01,11,35,960.84,2,27.62,True
S101132,2025-06-01,12,37,1041.64,1,54.91,True
S101132,2025-07-01,13,20,737.34,1,27.54,True
S101132,2025-08-01,14,13,406.97,3,25.66,True
S101132,2025-09-01,15,37,1406.14,3,125.3,True
S101132,2025-10-01,16,44,1558.71,4,135.5,True
S101132,2025-11-01,17,6,232.52,0,15.0,True
S101132,2025-12-01,18,65,2206.54,3,102.2,True
S101132,2026-01-01,19,37,917.78,2,26.07,True
S101132,2026-02-01,20,28,936.21,1,74.58,True
S101132,2026-03-01,21,38,1097.27,0,66.05,True
S101132,2026-04-01,22,26,757.06,1,17.22,True
S101132,2026-05-01,23,12,539.33,1,24.63,True
S101132,2026-06-01,24,37,1159.25,9,39.25,True
S101133,2026-01-01,0,37,699.56,2,41.62,True
S101133,2026-02-01,1,16,256.12,0,6.95,True
S101133,2026-03-01,2,29,362.42,0,28.45,True
S101133,2026-04-01,3,29,573.84,1,30.99,True
S101133,2026-05-01,4,26,464.37,1,38.55,True
S101133,2026-06-01,5,55,887.29,0,48.8,True
S101134,2026-06-01,0,14,353.16,2,11.53,True
S101135,2025-03-01,0,82,2751.26,12,227.21,True
S101135,2025-04-01,1,44,918.9,9,85.95,True
S101135,2025-05-01,2,107,3125.67,22,167.62,True
S101135,2025-06-01,3,83,2874.52,24,164.29,True
S101136,2025-07-01,0,35,1828.27,4,46.89,True
S101136,2025-08-01,1,50,3105.54,7,187.83,True
S101136,2025-09-01,2,14,1087.12,0,51.91,True
S101136,2025-10-01,3,13,649.53,2,43.17,True
S101136,2025-11-01,4,29,1142.51,2,74.24,True
S101136,2025-12-01,5,32,1262.76,4,71.32,True
S101136,2026-01-01,6,9,401.32,1,26.12,True
S101136,2026-02-01,7,15,1203.23,2,104.14,True
S101136,2026-03-01,8,11,827.61,1,57.41,True
S101136,2026-04-01,9,35,3233.05,6,101.16,True
S101136,2026-05-01,10,33,1689.51,4,109.38,True
S101137,2025-06-01,0,37,702.34,5,59.95,True
S101137,2025-07-01,1,30,934.98,1,24.69,True
S101137,2025-08-01,2,35,511.74,2,36.48,True
S101137,2025-09-01,3,48,1272.8,3,68.82,True
S101138,2024-04-01,0,30,542.5,0,57.69,True
S101138,2024-05-01,1,39,678.34,2,65.37,True
S101138,2024-06-01,2,45,525.39,0,28.27,True
S101138,2024-07-01,3,21,273.58,2,31.78,True
S101138,2024-08-01,4,35,595.24,1,34.02,True
S101139,2025-12-01,0,11,418.75,3,16.52,True
S101139,2026-01-01,1,11,360.25,1,16.53,True
S101139,2026-02-01,2,14,544.98,2,21.27,True
S101139,2026-03-01,3,12,478.64,1,19.6,True
S101139,2026-04-01,4,27,764.65,4,30.15,True
S101139,2026-05-01,5,17,377.86,4,29.21,True
S101139,2026-06-01,6,16,477.3,0,35.07,True
S101140,2025-04-01,0,8,155.67,1,10.05,True
S101140,2025-05-01,1,11,228.36,0,7.78,True
S101140,2025-06-01,2,8,155.74,1,8.4,True
S101140,2025-07-01,3,11,305.38,1,16.76,True
S101140,2025-08-01,4,15,496.77,1,15.47,True
S101140,2025-09-01,5,19,358.3,3,9.97,True
S101140,2025-10-01,6,24,901.84,3,43.43,True
S101140,2025-11-01,7,10,360.16,1,29.01,True
S101140,2025-12-01,8,4,120.56,2,7.51,True
S101140,2026-01-01,9,19,294.64,4,24.39,True
S101140,2026-02-01,10,21,575.81,1,30.72,True
S101140,2026-03-01,11,3,58.5,0,2.09,True
S101140,2026-04-01,12,28,666.26,7,35.95,True
S101140,2026-05-01,13,18,583.27,4,33.82,True
S101140,2026-06-01,14,44,1961.94,16,53.27,True
S101141,2026-02-01,0,22,711.36,3,34.78,True
S101141,2026-03-01,1,36,837.22,8,70.67,True
S101141,2026-04-01,2,47,1436.76,7,60.11,True
S101141,2026-05-01,3,42,1460.27,5,109.79,True
S101141,2026-06-01,4,50,1618.35,8,90.87,True
S101142,2026-03-01,0,168,3612.56,6,358.62,True
S101142,2026-04-01,1,142,4537.72,7,392.92,True
S101142,2026-05-01,2,62,1471.0,2,49.7,True
S101142,2026-06-01,3,94,2405.44,3,243.99,True
S101143,2026-03-01,0,17,478.2,1,15.2,True
S101143,2026-04-01,1,11,314.56,0,19.31,True
S101143,2026-05-01,2,15,449.28,1,14.54,True
S101143,2026-06-01,3,10,253.58,0,17.05,True
S101144,2025-06-01,0,10,227.03,3,15.9,True
S101144,2025-07-01,1,23,904.38,6,33.13,True
S101144,2025-08-01,2,2,55.51,0,2.92,True
S101144,2025-09-01,3,28,929.51,7,70.87,True
S101144,2025-10-01,4,13,413.92,1,24.79,True
S101144,2025-11-01,5,6,136.26,3,6.1,True
S101144,2025-12-01,6,37,894.08,8,50.92,True
S101144,2026-01-01,7,4,79.42,1,3.94,True
S101144,2026-02-01,8,5,117.19,1,7.68,True
S101144,2026-03-01,9,13,287.1,4,9.76,True
S101144,2026-04-01,10,7,120.86,3,4.96,True
S101144,2026-05-01,11,14,268.5,3,22.14,True
S101144,2026-06-01,12,26,489.94,6,35.26,True
S101145,2025-03-01,0,50,909.94,7,30.08,True
S101145,2025-04-01,1,33,778.07,4,56.84,True
S101145,2025-05-01,2,22,257.32,1,12.32,True
S101145,2025-06-01,3,62,2129.78,5,151.92,True
S101145,2025-07-01,4,39,1148.92,1,40.29,True
S101145,2025-08-01,5,51,890.79,5,30.89,True
S101145,2025-09-01,6,28,733.69,3,23.12,True
S101145,2025-10-01,7,69,1793.24,7,145.34,True
S101145,2025-11-01,8,60,900.48,6,36.67,True
S101145,2025-12-01,9,42,925.28,5,40.86,True
S101145,2026-01-01,10,47,1021.85,3,87.68,True
S101145,2026-02-01,11,80,1976.02,2,42.69,True
S101145,2026-03-01,12,51,677.16,4,57.28,True
S101145,2026-04-01,13,109,3831.33,13,332.55,True
S101145,2026-05-01,14,28,791.16,0,37.76,True
S101145,2026-06-01,15,67,1221.86,4,47.86,True
S101146,2026-02-01,0,79,1403.86,4,45.99,True
S101146,2026-03-01,1,66,1897.94,6,50.41,True
S101146,2026-04-01,2,81,1863.67,8,59.87,True
S101146,2026-05-01,3,151,3334.12,12,329.78,True
S101146,2026-06-01,4,26,253.24,0,12.37,True
S101147,2026-03-01,0,50,828.13,2,79.54,True
S101147,2026-04-01,1,34,568.42,2,28.83,True
S101147,2026-05-01,2,61,989.81,2,103.53,True
S101147,2026-06-01,3,50,675.45,1,49.27,True
S101148,2025-08-01,0,10,274.6,0,17.41,True
S101148,2025-09-01,1,11,316.38,1,15.98,True
S101149,2026-04-01,0,21,275.62,1,23.05,True
S101149,2026-05-01,1,25,497.3,2,42.43,True
S101149,2026-06-01,2,11,228.73,2,14.02,True
S101150,2024-08-01,0,39,1086.12,9,39.03,True
S101150,2024-09-01,1,65,1841.89,7,207.28,True
S101150,2024-10-01,2,52,1062.5,11,94.02,True
S101150,2024-11-01,3,26,747.91,4,65.46,True
S101150,2024-12-01,4,24,480.49,2,43.54,True
S101150,2025-01-01,5,27,641.01,3,36.24,True
S101150,2025-02-01,6,28,774.27,3,25.27,True
S101150,2025-03-01,7,54,1699.16,9,180.37,True
S101150,2025-04-01,8,53,1659.07,14,186.56,True
S101150,2025-05-01,9,84,2283.25,12,182.32,True
S101150,2025-06-01,10,72,2970.3,17,243.81,True
S101150,2025-07-01,11,110,3488.39,24,407.73,True
S101150,2025-08-01,12,45,1089.26,9,65.84,True
S101150,2025-09-01,13,77,1262.37,16,122.15,True
S101151,2026-04-01,0,27,903.71,5,96.85,True
S101151,2026-05-01,1,80,1276.55,12,55.64,True
S101151,2026-06-01,2,94,1851.8,13,72.41,True
S101152,2024-06-01,0,23,837.3,3,41.57,True
S101152,2024-07-01,1,38,954.1,2,37.85,True
S101152,2024-08-01,2,29,821.35,6,48.35,True
S101152,2024-09-01,3,9,318.99,0,7.5,True
S101152,2024-10-01,4,44,1910.99,2,64.27,True
S101152,2024-11-01,5,18,684.78,3,18.28,True
S101152,2024-12-01,6,17,608.92,3,43.37,True
S101152,2025-01-01,7,23,862.86,2,28.11,True
S101152,2025-02-01,8,35,1286.46,1,111.59,True
S101152,2025-03-01,9,38,1293.57,5,108.72,True
S101152,2025-04-01,10,48,2096.01,2,120.73,True
S101152,2025-05-01,11,24,916.8,2,44.97,True
S101152,2025-06-01,12,39,2014.86,5,112.13,True
S101152,2025-07-01,13,16,675.59,0,45.85,True
S101152,2025-08-01,14,36,863.11,1,55.66,True
S101152,2025-09-01,15,74,3090.52,2,189.0,True
S101152,2025-10-01,16,13,660.86,1,42.6,True
S101152,2025-11-01,17,58,2378.41,7,150.24,True
S101152,2025-12-01,18,8,250.24,2,19.96,True
S101152,2026-01-01,19,62,2215.67,6,57.8,True
S101152,2026-02-01,20,19,874.83,4,25.6,True
S101152,2026-03-01,21,30,1376.8,5,120.91,True
S101152,2026-04-01,22,35,1114.24,0,50.45,True
S101152,2026-05-01,23,86,3182.28,10,240.18,True
S101152,2026-06-01,24,38,1490.88,3,88.49,True
S101153,2024-09-01,0,34,1007.99,1,73.62,True
S101153,2024-10-01,1,9,275.48,1,8.34,True
S101153,2024-11-01,2,7,268.89,2,18.26,True
S101153,2024-12-01,3,6,117.4,2,8.44,True
S101153,2025-01-01,4,16,427.96,0,21.86,True
S101153,2025-02-01,5,25,747.03,4,49.69,True
S101153,2025-03-01,6,33,806.1,1,20.43,True
S101153,2025-04-01,7,8,204.78,0,6.35,True
S101153,2025-05-01,8,29,735.9,3,16.43,True
S101153,2025-06-01,9,25,771.85,1,63.75,True
S101153,2025-07-01,10,63,2302.39,4,76.19,True
S101153,2025-08-01,11,18,792.47,1,62.41,True
S101153,2025-09-01,12,16,523.21,1,23.92,True
S101154,2025-09-01,0,22,642.72,2,38.94,True
S101154,2025-10-01,1,35,645.28,2,37.6,True
S101154,2025-11-01,2,80,1778.9,2,79.22,True
S101154,2025-12-01,3,63,1484.13,3,149.41,True
S101154,2026-01-01,4,51,1438.16,3,121.91,True
S101154,2026-02-01,5,65,1163.4,4,70.58,True
S101154,2026-03-01,6,44,1082.77,1,65.11,True
S101154,2026-04-01,7,89,2458.0,10,104.15,True
S101154,2026-05-01,8,98,1491.85,3,109.73,True
S101154,2026-06-01,9,93,2204.99,8,129.0,True
S101155,2024-05-01,0,33,1260.91,5,140.28,True
S101155,2024-06-01,1,47,1511.62,6,166.74,True
S101155,2024-07-01,2,55,1995.7,2,227.22,True
S101155,2024-08-01,3,57,1783.93,5,181.86,True
S101155,2024-09-01,4,56,1915.59,5,170.09,True
S101156,2024-04-01,0,17,207.25,0,5.69,True
S101156,2024-05-01,1,16,307.65,1,13.55,True
S101156,2024-06-01,2,21,258.28,1,7.83,True
S101156,2024-07-01,3,47,729.36,1,41.04,True
S101156,2024-08-01,4,5,55.74,1,4.19,True
S101156,2024-09-01,5,21,328.5,2,17.29,True
S101156,2024-10-01,6,36,373.38,3,10.83,True
S101157,2024-01-01,0,12,297.65,3,26.61,True
S101157,2024-02-01,1,7,109.97,0,7.96,True
S101157,2024-03-01,2,5,135.14,1,10.87,True
S101157,2024-04-01,3,26,716.2,1,15.11,True
S101157,2024-05-01,4,7,175.78,0,14.52,True
S101157,2024-06-01,5,20,557.26,4,26.43,True
S101157,2024-07-01,6,32,849.44,0,29.37,True
S101157,2024-08-01,7,27,730.13,4,30.32,True
S101157,2024-09-01,8,29,467.15,2,33.94,True
S101157,2024-10-01,9,25,645.2,2,34.13,True
S101157,2024-11-01,10,26,872.5,1,32.99,True
S101157,2024-12-01,11,57,1643.59,5,119.43,True
S101157,2025-01-01,12,5,129.44,0,10.65,True
S101157,2025-02-01,13,84,1988.69,6,83.89,True
S101157,2025-03-01,14,18,398.01,0,26.03,True
S101157,2025-04-01,15,36,838.22,3,69.32,True
S101157,2025-05-01,16,16,551.73,1,26.64,True
S101157,2025-06-01,17,20,278.31,2,14.29,True
S101157,2025-07-01,18,20,696.37,0,47.38,True
S101157,2025-08-01,19,29,787.5,2,60.72,True
S101158,2025-06-01,0,25,1008.91,3,28.35,True
S101158,2025-07-01,1,4,128.44,1,6.85,True
S101158,2025-08-01,2,11,362.58,4,13.94,True
S101158,2025-09-01,3,34,967.34,6,46.92,True
S101158,2025-10-01,4,9,182.2,2,10.46,True
S101158,2025-11-01,5,11,353.85,1,24.5,True
S101159,2026-02-01,0,90,1567.42,1,90.47,True
S101159,2026-03-01,1,52,650.76,0,31.61,True
S101159,2026-04-01,2,17,226.7,2,16.13,True
S101159,2026-05-01,3,99,1712.66,3,186.71,True
S101159,2026-06-01,4,38,796.91,2,83.46,True
S101160,2024-03-01,0,12,456.08,1,21.2,True
S101160,2024-04-01,1,12,230.88,0,15.77,True
S101160,2024-05-01,2,19,317.3,1,25.74,True
S101160,2024-06-01,3,17,690.21,1,41.54,True
S101160,2024-07-01,4,21,1023.79,1,49.98,True
S101160,2024-08-01,5,20,725.95,0,34.53,True
S101161,2025-11-01,0,15,304.73,1,21.52,True
S101161,2025-12-01,1,35,1255.56,0,102.97,True
S101161,2026-01-01,2,13,368.11,1,30.78,True
S101161,2026-02-01,3,19,831.86,2,29.77,True
S101161,2026-03-01,4,16,746.92,0,22.88,True
S101161,2026-04-01,5,24,887.73,1,61.95,True
S101161,2026-05-01,6,31,1342.32,5,59.3,True
S101161,2026-06-01,7,5,135.05,0,10.85,True
S101162,2026-03-01,0,33,906.15,4,19.85,True
S101162,2026-04-01,1,51,3708.37,4,270.11,True
S101162,2026-05-01,2,40,3954.24,4,164.11,True
S101162,2026-06-01,3,17,977.31,1,47.31,True
S101163,2024-09-01,0,68,2052.71,15,191.14,True
S101163,2024-10-01,1,34,1079.09,6,54.29,True
S101163,2024-11-01,2,15,497.01,3,22.08,True
S101163,2024-12-01,3,26,622.4,6,33.25,True
S101163,2025-01-01,4,23,568.61,3,62.38,True
S101163,2025-02-01,5,15,418.82,4,24.11,True
S101163,2025-03-01,6,20,465.76,3,49.65,True
S101163,2025-04-01,7,37,768.51,8,64.35,True
S101163,2025-05-01,8,27,1011.12,4,117.36,True
S101163,2025-06-01,9,18,447.39,3,30.26,True
S101163,2025-07-01,10,48,1839.39,10,167.77,True
S101163,2025-08-01,11,18,872.05,0,53.64,True
S101163,2025-09-01,12,22,585.33,3,32.85,True
S101163,2025-10-01,13,19,492.56,1,50.75,True
S101163,2025-11-01,14,62,1253.2,9,104.72,True
S101163,2025-12-01,15,36,1238.14,10,80.21,True
S101163,2026-01-01,16,32,713.74,4,20.99,True
S101163,2026-02-01,17,52,750.42,12,80.15,True
S101163,2026-03-01,18,62,1508.44,9,147.12,True
S101163,2026-04-01,19,21,793.51,0,88.56,True
S101163,2026-05-01,20,7,163.43,0,7.49,True
S101163,2026-06-01,21,26,1009.04,6,97.34,True
S101164,2024-09-01,0,66,1513.75,6,110.24,True
S101164,2024-10-01,1,41,1272.64,6,51.18,True
S101164,2024-11-01,2,55,2200.45,6,97.79,True
S101164,2024-12-01,3,62,1517.23,6,116.86,True
S101164,2025-01-01,4,31,1420.81,2,89.67,True
S101164,2025-02-01,5,11,385.08,0,32.52,True
S101164,2025-03-01,6,59,2825.86,4,266.63,True
S101164,2025-04-01,7,17,453.62,1,16.61,True
S101164,2025-05-01,8,33,1241.48,3,66.71,True
S101164,2025-06-01,9,84,1457.94,6,84.31,True
S101164,2025-07-01,10,26,913.57,5,103.93,True
S101164,2025-08-01,11,43,1080.76,2,52.42,True
S101164,2025-09-01,12,41,1497.68,6,65.19,True
S101164,2025-10-01,13,57,2186.12,6,168.15,True
S101164,2025-11-01,14,46,1787.36,5,88.58,True
S101164,2025-12-01,15,61,1570.13,6,179.34,True
S101165,2026-04-01,0,54,1072.68,5,116.15,True
S101165,2026-05-01,1,46,1079.92,3,114.94,True
S101165,2026-06-01,2,132,3207.32,4,266.5,True
S101166,2026-03-01,0,18,227.98,1,12.74,True
S101166,2026-04-01,1,15,154.23,0,13.81,True
S101166,2026-05-01,2,16,209.01,0,15.77,True
S101166,2026-06-01,3,19,198.79,0,14.07,True
S101167,2025-09-01,0,87,1394.72,4,65.12,True
